504.171,238.019,481.995,237.979,471.564,247.106,485.918,299.334,525.04,307.158,495.036,228.845,519.863,220.995,539.41,214.505,478.096,275.843,474.176,284.967,528.986,277.118,0,0,485.934,266.741,517.291,258.887,530.273,274.524,542.03,277.126,539.417,277.116,532.899,274.487,1
0,0,468.956,262.779,465.029,284.923,484.578,317.598,517.294,318.908,475.447,239.313,497.693,234.029,523.745,224.932,483.318,286.24,476.811,296.718,500.266,301.931,0,0,489.818,275.822,517.219,261.482,536.831,270.601,548.573,266.729,545.947,266.66,538.149,271.928,1
478.101,275.789,465.008,278.463,458.543,299.305,482.01,331.938,510.726,337.11,470.253,257.589,495.022,261.468,517.217,256.304,475.496,294.118,465.068,305.825,496.335,316.283,0,0,485.931,284.941,521.167,265.408,532.895,265.388,547.24,266.672,547.23,266.709,0,0,1
475.475,300.615,455.91,296.705,457.208,318.951,475.534,348.935,497.649,351.561,454.615,275.812,474.125,257.55,502.893,244.498,496.343,359.35,491.139,361.968,504.171,371.074,485.935,399.809,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,453.303,296.706,474.151,290.206,0,0,0,0,433.755,300.633,0,0,0,0,450.672,305.828,453.322,295.409,478.087,288.912,0,0,444.139,316.281,465.102,346.321,484.562,380.205,472.835,381.579,474.13,385.43,487.22,381.526,1
442.856,320.225,442.88,311.063,453.335,329.375,467.651,350.252,474.162,381.562,432.437,292.797,454.648,266.647,484.667,265.338,483.299,287.592,485.947,295.401,510.704,275.84,529.016,266.66,476.779,283.668,513.312,274.505,528.966,265.438,0,0,0,0,538.143,261.471,1
438.935,326.714,435.041,313.687,450.684,329.357,463.745,351.495,467.656,382.858,424.601,296.739,444.196,265.338,472.867,273.234,467.667,284.951,475.48,287.588,504.177,277.126,525.046,260.17,463.7,278.443,497.658,271.923,526.333,258.872,538.108,251.022,0,0,532.909,253.63,1
431.104,328.058,433.761,313.688,445.516,329.306,463.706,351.56,465.06,382.873,421.974,296.699,435.067,262.8,454.556,274.487,474.181,278.452,478.087,286.284,505.479,270.605,526.36,260.163,465.057,275.813,505.5,261.496,525.077,254.969,539.422,245.8,538.1,243.203,532.889,249.742,1
423.268,330.667,431.072,312.386,442.814,329.324,462.424,350.267,463.712,381.561,418.083,296.715,431.111,265.336,438.951,277.101,474.17,279.762,476.783,288.882,504.184,266.694,522.448,253.649,465.067,274.543,504.18,260.185,523.761,248.446,536.827,244.474,532.908,241.915,527.687,245.779,1
420.668,339.743,424.613,309.777,412.828,298.048,421.951,270.607,421.999,271.938,436.366,320.244,459.806,348.912,462.386,378.903,466.368,277.178,466.351,275.86,505.463,257.555,523.772,251.043,466.377,279.75,508.104,257.562,526.351,245.837,549.86,238.013,542.023,236.678,526.363,243.168,1
0,0,0,0,432.417,326.695,457.215,348.897,454.672,380.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420.681,339.783,423.339,309.79,411.57,301.929,403.696,286.264,402.355,277.154,433.76,317.637,454.661,348.902,453.319,380.259,468.951,274.519,467.664,271.923,505.506,254.985,0,0,467.676,275.847,506.821,253.653,512.032,251.042,0,0,0,0,0,0,1
419.378,343.675,423.241,308.472,407.642,299.316,401.06,283.671,391.965,277.106,436.351,318.904,454.564,348.841,451.983,378.887,459.838,282.371,457.215,281.067,485.922,287.602,0,0,458.522,278.455,492.454,269.314,498.972,254.952,0,0,0,0,500.279,245.813,1
418.069,344.989,423.25,309.741,406.34,299.347,392.02,286.224,382.82,277.162,441.526,320.227,454.554,348.944,448.066,380.17,463.722,277.143,462.449,277.17,495.066,260.179,505.505,254.922,459.819,277.111,501.577,256.28,505.507,254.935,0,0,0,0,504.201,252.336,1
416.766,342.412,421.962,308.496,402.441,298.046,386.759,287.578,377.634,279.763,438.956,320.202,453.356,350.188,445.457,381.513,454.594,277.164,450.686,277.105,489.83,262.79,500.27,254.975,453.291,279.739,488.54,257.571,505.494,251.045,0,0,0,0,509.414,244.512,1
416.774,341.06,422,308.516,402.39,299.297,380.262,288.89,369.827,286.232,440.229,318.954,454.549,350.251,444.171,381.584,472.875,266.715,470.266,265.41,515.914,244.544,514.626,244.544,475.459,269.3,512.023,245.808,514.6,244.529,0,0,0,0,514.641,244.492,1
419.362,339.753,423.253,308.434,403.724,298.02,386.739,295.423,371.092,288.861,437.638,318.868,453.335,348.883,445.456,381.483,462.421,273.211,458.511,270.602,497.66,254.932,506.787,247.119,462.409,275.861,495.022,256.253,506.782,245.799,0,0,0,0,512.014,240.597,1
412.843,341.1,420.663,311.07,401.079,300.642,378.925,288.865,357.999,284.942,436.327,320.225,453.325,348.88,445.517,380.276,454.622,270.634,451.979,271.911,487.232,309.772,0,0,457.218,273.202,500.263,254.971,505.476,244.535,0,0,0,0,0,0,1
412.876,339.771,419.389,308.516,401.051,299.355,378.873,287.638,352.849,281.063,435.081,318.885,453.3,347.568,449.383,380.235,448.087,275.793,445.483,275.838,493.719,284.971,0,0,451.983,271.913,495.049,257.547,502.857,245.82,518.54,237.997,512.039,236.672,505.46,239.277,1
412.886,338.504,419.373,308.462,399.819,298.066,375.021,287.599,350.22,278.488,436.334,317.599,453.314,347.587,452.02,380.276,449.371,275.817,451.975,277.132,492.45,265.357,496.373,248.414,450.671,270.599,493.754,260.185,501.561,245.859,517.271,235.388,512.019,234.076,505.461,241.886,1
415.486,338.459,419.385,308.425,399.792,298.04,373.731,287.547,348.884,282.334,436.36,316.3,453.318,346.286,453.311,380.273,446.788,274.499,446.776,274.547,495.052,260.184,0,0,450.694,269.299,496.356,256.231,504.167,245.855,526.37,235.412,515.935,234.091,504.161,243.182,1
415.467,339.731,419.36,308.484,398.514,299.357,378.871,287.617,348.884,282.381,435.067,316.302,453.328,341.101,454.57,380.243,446.763,274.492,445.473,275.824,495.046,261.482,0,0,448.099,268.028,496.366,254.994,505.495,244.534,540.713,234.072,530.287,230.147,0,0,1
415.471,338.471,421.951,307.191,401.12,298.063,375.011,287.599,347.568,284.928,441.536,316.256,454.626,341.121,454.669,380.18,451.973,274.521,446.787,274.514,496.33,260.175,0,0,454.601,273.223,497.669,256.258,506.79,244.476,548.537,243.194,548.568,239.29,0,0,1
415.448,339.721,420.678,307.15,401.082,298.038,374.991,287.596,346.294,286.223,440.246,314.979,454.678,341.13,454.68,378.941,453.305,273.223,451.98,273.239,496.341,261.466,0,0,455.932,270.602,498.955,256.267,505.499,244.54,532.908,236.708,519.867,235.357,0,0,1
420.67,334.562,421.958,307.195,401.095,298.072,373.722,288.874,346.282,286.312,441.552,316.289,455.95,342.367,457.197,377.617,446.794,275.815,448.075,275.81,491.123,260.176,496.373,249.718,448.078,273.215,492.435,258.879,496.397,247.149,517.257,236.673,510.727,234.096,500.282,244.479,1
418.065,338.467,421.986,307.175,402.367,298.044,373.686,287.606,341.081,287.563,440.259,317.55,458.514,343.681,455.905,380.194,461.114,274.53,0,0,0,0,0,0,459.82,270.611,495.039,254.977,502.865,245.835,514.617,244.474,0,0,505.484,241.875,1
420.672,337.144,422.017,305.828,402.411,296.767,372.389,287.596,341.066,287.615,442.831,313.663,459.833,342.415,457.216,378.931,463.746,268.018,458.515,269.321,496.395,254.933,506.792,244.511,466.335,268.019,505.472,248.443,508.093,244.499,0,0,0,0,506.83,243.201,1
414.195,339.727,421.974,308.414,401.068,298.034,371.136,287.636,339.806,287.608,442.857,317.584,461.106,344.993,455.941,380.162,457.218,268.016,454.593,268.032,505.48,251.05,0,0,462.439,268.027,505.499,248.434,556.38,254.92,0,0,0,0,564.196,253.638,1
416.753,339.734,421.973,308.408,399.811,298.022,371.085,288.863,338.475,287.576,442.859,318.852,461.143,346.271,455.899,380.245,463.732,269.331,459.821,274.522,483.321,312.376,0,0,465.073,265.423,509.406,247.149,515.921,244.486,0,0,0,0,0,0,1
414.169,339.755,422.024,308.404,401.124,298.029,371.081,287.621,338.486,287.548,444.11,317.597,461.137,347.555,454.593,381.579,463.726,268.032,457.214,274.544,444.191,330.636,0,0,467.656,262.786,506.786,252.355,506.809,243.205,0,0,0,0,506.814,241.903,1
418.086,339.772,421.945,308.41,399.788,298.047,369.805,287.641,337.185,287.533,442.831,317.611,461.105,346.299,454.628,380.216,458.535,270.614,454.607,273.204,0,0,0,0,462.437,268.019,506.811,249.749,558.993,256.271,0,0,0,0,568.13,254.959,1
418.051,339.728,421.929,307.188,399.811,298.034,371.044,287.63,338.489,286.284,442.802,317.574,459.841,344.977,454.673,378.888,459.815,268.017,454.61,268.016,506.802,251.027,0,0,463.738,269.314,513.313,245.865,557.715,256.229,0,0,0,0,564.221,254.95,1
418.069,339.764,421.952,308.442,401.11,298.077,371.097,287.644,338.43,286.253,442.793,317.636,461.101,345.011,454.637,378.89,458.525,270.599,454.603,271.926,504.194,254.915,0,0,461.127,269.296,510.698,247.138,515.92,244.492,0,0,0,0,549.876,245.838,1
418.061,338.434,420.651,307.154,397.194,298.005,369.82,287.628,338.417,286.229,441.548,316.303,461.107,345.002,454.594,378.892,455.914,269.335,453.287,270.605,498.993,256.232,0,0,459.82,270.622,505.525,252.329,515.912,244.536,0,0,0,0,0,0,1
416.761,339.743,421.966,308.462,401.074,298.073,371.11,287.599,338.469,286.223,441.555,318.924,461.135,346.316,454.561,378.917,455.935,270.622,454.616,270.604,496.398,254.975,512.019,244.511,455.93,273.218,498.975,253.648,514.626,244.521,0,0,0,0,0,0,1
414.188,339.76,421.929,308.429,401.104,298.049,371.12,287.605,338.439,286.201,441.515,317.625,462.38,347.556,453.309,380.183,463.731,269.311,458.53,269.311,506.791,253.645,0,0,466.338,266.716,514.635,247.114,556.376,254.921,0,0,0,0,0,0,1
416.746,339.719,421.933,307.153,401.082,297.996,371.053,287.605,338.415,286.208,441.535,317.535,461.138,347.562,453.27,380.251,467.668,266.721,462.435,270.61,0,0,0,0,472.87,261.5,514.623,245.807,517.261,244.534,0,0,0,0,517.214,243.194,1
418.048,338.515,420.701,307.193,401.109,298.064,371.146,287.617,338.428,286.221,441.522,317.585,461.134,347.56,453.262,380.186,468.949,266.702,465.052,277.127,476.799,308.475,0,0,472.867,256.306,513.313,245.815,512.013,244.535,0,0,0,0,513.332,243.21,1
416.764,339.739,421.994,308.47,402.378,299.309,372.433,287.635,338.469,286.245,441.559,318.906,461.125,346.306,453.248,378.901,462.446,269.317,461.111,274.538,497.682,254.98,0,0,462.419,266.702,501.583,253.633,505.49,251.033,0,0,0,0,504.204,248.429,1
415.477,339.767,421.957,308.412,401.118,298.047,371.074,287.617,338.467,286.251,441.576,317.576,462.412,346.29,453.244,377.602,463.747,266.718,458.523,270.607,0,0,0,0,466.361,264.067,509.406,249.723,0,0,0,0,0,0,0,0,1
416.765,338.492,421.975,308.461,401.106,298.038,371.09,287.62,338.476,286.264,441.572,318.952,462.404,346.279,453.259,373.717,461.135,268.016,454.608,271.909,0,0,0,0,462.437,266.711,502.878,253.663,506.82,245.856,514.614,243.209,513.321,240.596,509.42,244.547,1
414.175,339.742,421.96,308.5,401.104,298.078,371.074,287.645,338.47,286.267,441.567,320.177,462.4,346.297,453.258,373.702,457.203,271.913,453.315,274.529,498.97,256.298,0,0,459.811,268.03,501.573,254.969,509.419,244.499,517.227,236.696,515.916,235.353,0,0,1
416.761,338.488,420.689,308.479,399.807,298.088,371.104,287.649,338.487,286.256,441.541,318.925,462.391,346.281,453.238,376.31,449.38,275.852,448.08,277.107,491.13,258.871,506.808,247.155,449.386,275.792,488.535,257.564,506.778,245.859,518.536,240.596,515.947,239.293,510.723,243.215,1
414.166,339.723,421.975,308.472,402.361,298.061,371.122,287.626,338.52,286.282,441.577,318.905,462.419,346.318,453.228,375.023,457.231,270.627,454.604,273.238,497.685,256.231,0,0,459.812,268.031,500.278,254.937,506.835,243.211,0,0,0,0,0,0,1
414.162,339.805,421.953,308.448,401.139,298.051,371.142,287.613,338.504,286.267,441.521,318.88,462.42,346.318,451.999,377.607,461.115,270.607,458.517,269.304,497.671,254.914,515.949,244.542,462.438,273.204,504.18,253.663,515.905,244.503,515.972,244.524,517.25,243.204,0,0,1
415.487,338.493,420.677,308.481,401.061,298.087,371.135,287.605,339.77,286.267,440.251,318.911,462.415,346.28,451.961,377.596,457.233,273.232,454.619,273.217,497.65,254.983,509.431,245.82,458.511,275.789,498.99,254.918,506.829,245.865,0,0,0,0,509.401,244.507,1
414.163,338.517,421.958,308.501,401.107,298.057,371.109,287.617,339.749,286.274,441.525,320.185,462.437,346.297,451.983,377.629,455.903,270.603,450.686,270.601,498.954,254.998,0,0,459.808,273.234,504.188,254.927,509.405,244.511,0,0,0,0,509.424,240.598,1
415.446,339.75,421.968,308.505,401.147,298.089,371.156,287.615,339.762,286.273,440.234,318.956,462.431,346.284,453.228,377.591,457.231,270.613,455.925,270.606,497.675,256.236,512.018,245.833,458.509,273.217,498.986,254.946,508.128,247.115,0,0,0,0,0,0,1
415.466,339.767,420.637,309.761,399.815,299.359,371.156,287.621,338.519,286.252,436.368,318.953,462.409,346.275,453.236,377.589,457.216,274.501,454.615,274.518,497.655,256.233,0,0,455.906,274.514,502.877,253.642,508.084,247.125,517.249,241.916,517.21,240.594,508.119,244.474,1
415.45,338.51,420.674,308.519,399.796,299.35,371.134,287.619,339.74,286.265,440.264,318.928,462.425,346.263,452.022,377.592,457.222,270.62,453.295,271.9,500.283,254.988,0,0,457.217,274.496,504.168,253.661,506.796,247.122,0,0,0,0,508.091,245.785,1
418.069,334.547,420.692,308.481,399.781,299.303,372.407,287.623,339.726,286.248,440.253,318.904,462.421,346.297,453.228,377.59,452.011,274.54,450.687,271.934,496.357,254.944,510.722,245.86,454.597,277.153,500.274,254.933,508.088,247.126,0,0,0,0,508.104,244.537,1
418.071,338.446,420.693,308.442,401.057,298.062,371.157,287.604,339.75,286.262,440.272,318.876,462.413,346.289,452.001,377.639,454.631,270.621,452,270.615,498.984,253.642,508.101,245.859,454.614,274.507,497.674,252.354,505.516,245.833,0,0,0,0,508.106,244.494,1
418.076,338.438,421.937,308.439,401.115,298.048,373.692,287.642,339.797,286.261,438.942,318.854,462.409,346.295,453.236,377.606,459.816,268.032,455.915,268.017,504.192,251.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418.079,338.428,420.678,307.184,401.096,298.007,372.381,287.614,339.742,286.259,438.966,317.62,462.401,344.992,453.242,377.589,474.19,262.772,466.356,262.782,0,0,0,0,476.8,261.481,485.93,368.469,0,0,0,0,0,0,0,0,1
415.486,338.508,421.974,308.465,402.365,298.069,372.404,287.63,338.498,286.26,440.273,318.916,462.428,347.552,452.017,377.623,465.024,266.71,457.21,268.024,0,0,0,0,465.027,268,504.204,253.665,506.827,249.718,0,0,0,0,0,0,1
415.471,338.419,421.931,308.421,401.073,298.029,371.152,287.62,338.512,286.26,441.539,318.858,462.434,346.318,453.238,377.585,458.518,270.614,0,0,0,0,0,0,458.526,273.208,504.191,253.623,506.807,248.434,0,0,0,0,508.116,245.83,1
419.348,338.478,421.967,308.479,401.126,299.309,372.386,287.628,338.506,286.272,441.532,318.901,462.431,346.316,452,377.628,457.209,271.927,453.315,270.632,498.973,254.934,513.302,245.856,457.204,275.805,504.185,253.618,508.105,247.131,0,0,0,0,510.725,244.498,1
412.897,338.46,423.272,308.511,402.379,298.041,371.137,287.609,339.734,286.263,442.87,320.231,462.458,347.584,450.707,380.171,463.732,265.393,453.314,266.725,0,0,0,0,466.342,266.686,505.483,253.633,509.428,244.532,0,0,0,0,512.014,243.203,1
419.397,335.874,423.301,308.515,402.397,298.063,371.134,287.617,338.481,286.266,442.898,320.234,462.441,347.573,451.95,378.913,458.519,266.718,448.092,271.902,0,0,0,0,459.836,267.998,496.374,253.631,506.829,245.796,0,0,0,0,512.014,243.209,1
416.769,338.438,423.258,309.74,402.369,298.078,371.129,287.584,338.481,286.262,442.885,321.486,462.444,346.287,452.006,377.587,455.908,269.329,449.388,274.513,0,0,0,0,457.203,268.016,496.354,254.959,505.467,245.835,517.204,236.676,514.626,235.37,506.793,243.197,1
418.091,337.187,423.258,308.443,402.376,298.011,371.067,287.58,338.436,286.262,442.874,318.908,462.408,346.313,452.02,378.887,465.034,271.909,463.736,274.539,0,0,0,0,466.35,266.702,506.788,249.73,510.72,244.522,547.263,234.109,0,0,508.139,243.197,1
416.772,338.471,423.244,309.767,401.126,299.306,371.096,287.595,338.488,286.255,441.577,321.527,462.437,346.28,452.006,377.593,457.223,266.729,445.46,271.918,0,0,0,0,458.531,266.697,496.375,254.953,506.819,247.117,0,0,0,0,505.491,244.525,1
415.477,338.492,422.017,308.485,401.129,298.066,371.109,287.605,338.489,286.261,441.566,318.956,462.439,346.273,453.229,377.604,461.134,265.377,449.392,267.999,0,0,0,0,463.727,264.101,501.576,254.934,506.794,244.523,0,0,0,0,506.818,241.92,1
419.388,337.148,423.26,308.495,401.107,298.079,372.402,287.57,339.761,286.237,442.814,320.219,462.419,345.013,451.994,377.624,455.91,268.013,446.783,270.631,445.495,326.725,0,0,457.203,269.314,496.368,254.922,505.482,247.145,0,0,0,0,0,0,1
418.071,338.482,423.336,308.475,402.456,298.035,372.378,287.591,338.49,286.248,442.9,320.186,462.421,347.558,450.678,380.162,453.302,273.201,449.379,273.235,0,0,0,0,455.913,273.215,501.583,252.339,512.028,244.546,0,0,0,0,510.718,241.896,1
418.072,338.492,423.286,308.447,402.368,298.064,371.151,287.594,339.725,286.272,442.891,318.928,462.428,346.292,452,376.296,453.287,270.622,446.768,273.202,496.376,256.25,505.508,243.216,454.607,271.925,493.755,254.943,505.502,244.537,517.223,235.407,514.635,234.105,505.509,241.903,1
419.389,337.186,422.021,308.421,402.42,298.031,372.413,287.577,339.774,286.25,441.534,318.901,462.392,346.266,451.976,378.92,465.049,268.004,458.529,271.918,0,0,0,0,466.34,265.411,504.196,249.734,506.776,247.11,0,0,0,0,506.79,245.82,1
419.397,337.159,421.99,308.409,401.117,298.041,371.099,287.584,339.744,286.252,442.851,318.866,462.417,347.582,451.993,376.33,454.632,270.618,449.395,270.605,500.277,253.632,509.399,244.522,457.227,274.509,495.068,254.923,505.522,245.812,0,0,0,0,508.097,243.212,1
419.371,338.419,421.981,308.43,401.097,298.03,371.111,287.603,338.511,286.257,442.808,318.899,462.423,347.577,451.977,378.936,450.7,274.519,448.083,271.933,497.686,254.911,509.399,247.126,454.605,275.861,497.681,253.635,505.521,247.123,0,0,0,0,506.773,244.536,1
418.072,338.437,421.967,308.476,401.049,299.297,371.127,287.581,339.739,286.257,442.823,318.933,462.403,346.311,451.973,377.633,451.996,271.915,445.463,271.93,0,0,0,0,453.328,274.526,495.078,254.955,501.585,248.425,0,0,0,0,498.969,248.423,1
420.661,337.153,423.261,308.441,401.129,298.037,371.145,287.585,339.787,286.259,442.854,318.946,462.431,347.571,451.959,378.896,455.929,273.21,455.906,273.233,500.266,253.656,506.823,245.859,455.91,273.227,493.76,253.627,506.795,245.833,0,0,0,0,506.81,244.496,1
418.081,338.438,421.979,308.452,399.813,298.033,371.095,287.566,338.512,286.268,442.814,320.184,462.411,344.984,453.235,376.293,455.896,271.901,449.38,274.496,0,0,0,0,455.931,273.234,498.97,252.353,508.133,244.525,0,0,0,0,0,0,1
420.64,337.158,421.93,307.161,399.802,298.018,371.073,287.549,338.456,286.254,442.835,317.632,462.413,346.272,451.953,378.896,463.721,271.903,457.225,273.224,504.2,252.338,510.708,244.513,463.733,273.21,504.164,252.332,506.822,245.809,0,0,0,0,506.847,244.482,1
420.674,325.43,421.973,307.152,395.9,296.746,372.424,287.563,339.781,286.22,444.206,317.605,462.418,346.311,452.015,377.591,465.033,264.089,449.396,266.676,449.377,318.934,0,0,466.353,266.68,498.968,256.243,506.787,241.918,0,0,0,0,509.391,241.911,1
421.983,333.252,421.964,307.195,399.8,298.047,371.118,287.586,339.747,286.271,442.849,317.628,462.407,346.291,452.022,377.597,450.681,274.498,446.781,273.235,495.041,254.981,506.825,245.829,453.274,275.807,492.439,254.949,506.778,245.789,515.919,239.309,513.328,237.982,509.426,241.918,1
420.642,333.238,421.961,307.188,399.788,298.001,371.12,287.563,339.737,286.247,442.863,318.899,462.401,346.275,451.974,378.931,465.067,265.406,455.901,268.02,450.701,329.369,0,0,467.662,266.69,487.234,361.956,498.966,380.222,0,0,0,0,501.597,378.927,1
419.38,337.182,421.991,308.408,401.108,297.999,371.111,287.593,338.473,286.281,442.802,318.913,462.416,346.287,453.248,376.3,455.921,271.918,450.693,273.206,0,0,0,0,459.816,273.236,495.029,253.636,506.827,244.51,0,0,0,0,513.325,241.914,1
415.473,339.717,421.976,308.475,401.094,298.076,371.128,287.607,338.512,286.272,441.548,318.945,462.406,346.282,452.002,377.598,459.825,266.688,453.301,267.995,505.481,254.927,510.708,244.507,462.424,266.713,502.882,254.944,508.125,245.8,0,0,0,0,509.424,243.207,1
0,0,0,0,0,0,0,0,0,0,399.796,298.001,371.114,287.603,338.431,286.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419.391,337.18,421.973,308.466,401.115,299.31,372.377,287.644,338.515,286.27,441.563,318.906,462.401,346.286,453.229,376.311,451.982,274.516,449.374,274.504,496.392,256.28,510.73,248.451,453.31,275.815,496.337,256.247,506.831,247.135,0,0,0,0,510.714,243.215,1
419.379,338.467,421.988,307.156,402.374,298.004,371.088,287.621,338.48,286.279,441.571,317.582,462.384,344.969,452.022,377.632,467.642,266.699,462.432,266.727,517.231,245.834,0,0,472.857,265.398,510.707,247.128,509.405,247.12,0,0,0,0,510.704,245.802,1
420.675,338.416,421.982,308.459,401.049,298.057,371.094,287.591,339.759,286.261,441.567,318.922,462.425,347.564,450.708,377.615,453.286,273.218,446.773,274.493,496.406,257.57,512.029,243.224,454.617,274.531,501.579,254.99,510.726,244.526,525.071,230.162,517.23,228.835,510.704,241.896,1
420.647,337.166,420.645,308.473,395.895,299.361,371.057,287.599,338.512,286.263,441.559,318.892,462.419,347.552,450.701,378.897,453.312,273.222,451.985,275.864,496.371,258.872,0,0,453.324,268.024,496.371,256.23,504.158,245.826,517.259,235.396,514.62,234.094,505.519,243.218,1
420.669,337.183,420.651,308.486,397.182,300.619,371.053,287.585,338.481,286.268,440.25,318.875,462.402,347.565,450.691,378.88,454.621,270.602,0,0,0,0,0,0,453.307,271.918,495.043,254.945,504.187,245.846,0,0,0,0,505.486,244.524,1
0,0,0,0,0,0,0,0,0,0,393.314,296.685,371.045,287.568,338.417,286.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418.08,338.49,421.99,308.456,401.051,298.048,371.061,287.569,338.505,286.261,441.578,318.943,462.396,346.32,451.975,377.609,454.597,270.622,448.077,273.218,500.283,256.315,0,0,457.208,270.608,505.48,256.223,512.036,243.227,521.167,238.002,518.53,235.384,0,0,1
416.767,339.735,421.937,308.494,398.497,298.08,369.836,287.561,338.44,286.26,441.529,320.183,462.449,347.582,450.706,378.88,452.005,273.209,448.078,274.501,497.65,257.571,506.795,241.896,453.317,273.22,501.564,254.974,506.82,245.86,517.209,237.976,515.917,235.384,508.102,243.217,1
415.439,339.795,423.248,309.736,402.38,299.317,371.156,287.607,338.419,286.288,442.844,320.192,462.432,348.864,450.707,378.891,455.932,268.031,448.089,271.907,0,0,0,0,459.812,269.301,501.596,254.968,508.131,245.841,0,0,0,0,513.311,241.896,1
415.443,339.76,422.008,308.486,401.144,298.039,371.059,287.611,337.183,286.295,442.832,320.188,462.432,348.87,449.395,380.159,459.831,273.233,453.289,275.81,0,0,0,0,463.744,267.997,506.828,252.36,514.627,244.479,558.984,245.847,559.007,244.536,0,0,1
418.067,338.517,422.01,308.47,401.128,298.03,371.126,287.645,338.444,286.269,442.813,320.198,462.423,347.602,451.982,377.586,459.813,268.027,454.623,269.309,505.513,253.63,0,0,463.708,270.615,508.102,249.723,514.606,243.202,0,0,0,0,0,0,1
420.646,338.452,421.97,308.42,401.083,298.006,372.393,287.633,338.483,286.254,441.547,318.887,462.432,348.847,450.715,378.883,459.836,268.016,454.614,269.324,502.892,254.966,0,0,462.447,268.019,506.804,252.331,510.715,244.548,0,0,0,0,506.812,244.51,1
419.369,338.503,421.993,308.468,401.148,298.032,371.119,287.636,338.456,286.275,441.533,320.183,462.424,347.606,451.954,377.612,455.93,269.313,453.287,269.326,497.686,257.55,506.804,244.525,458.51,273.207,501.561,256.221,508.085,245.816,0,0,0,0,506.815,243.208,1
421.967,337.183,423.268,308.435,402.374,297.981,371.099,287.572,337.187,286.281,442.801,318.927,462.416,347.593,451.984,376.319,453.313,270.627,446.785,274.502,497.667,256.31,0,0,454.62,270.624,502.901,253.634,506.821,247.118,0,0,0,0,506.798,243.189,1
419.383,338.479,421.998,307.205,402.391,297.974,371.078,288.87,338.465,286.287,441.578,318.891,462.438,347.585,451.959,376.33,459.819,269.323,455.912,269.31,502.885,254.939,0,0,463.733,271.918,509.414,248.44,515.944,243.228,557.679,244.535,557.72,244.467,0,0,1
423.288,333.269,423.266,308.429,399.807,297.974,371.141,287.63,338.449,286.264,441.547,318.928,462.458,348.846,450.701,377.612,454.592,268.018,445.476,271.934,495.082,256.265,0,0,454.592,268.014,497.667,253.655,504.186,241.913,514.623,235.408,512.009,234.074,0,0,1
421.933,337.132,422.024,307.204,401.09,297.971,371.077,287.606,338.415,286.281,442.835,318.911,463.675,348.841,450.702,377.602,454.632,270.606,451.992,271.929,496.355,256.3,504.19,243.205,454.617,271.902,497.66,254.95,505.482,245.82,0,0,0,0,0,0,1
419.389,338.471,421.989,308.455,401.133,298.04,371.054,287.627,338.436,286.28,442.844,318.889,463.681,348.851,450.714,377.609,449.405,275.811,446.776,275.802,496.354,257.595,0,0,453.313,275.792,500.269,256.272,506.827,245.785,545.905,237.985,0,0,510.705,235.39,1
423.25,334.576,422.007,308.428,399.807,297.981,371.126,287.572,338.489,286.26,441.547,318.915,463.677,347.596,450.688,378.883,446.796,275.822,445.49,275.843,489.825,260.173,504.205,247.139,448.079,274.535,489.835,257.575,506.797,245.786,517.261,241.907,515.938,240.593,513.302,240.583,1
421.946,337.175,423.248,308.447,402.374,298.01,371.095,287.621,338.518,286.269,442.843,318.933,463.7,347.604,450.675,378.913,449.402,274.546,448.09,274.545,491.15,257.601,505.483,251.021,451.999,275.812,495.025,256.269,504.204,247.124,517.228,239.314,0,0,505.526,243.199,1
